"Input.file","Event.Number","Species.Code","Call","Start.time","End.time","Parameter.1","Parameter.2","Parameter.3","Parameter.4","Parameter.5","Parameter.6","Comments","Image","Audio"
"H:\RECORDINGS\500Hz\ADRIFT_030_500Hz\5987.220730170719.wav","4/18/2023 13:29","Bm","B NE Pacific","7/30/2022 17:27:40",NA,NA,NA,NA,NA,NA,NA,"1,G",NA,NA
"H:\RECORDINGS\500Hz\ADRIFT_030_500Hz\5987.220730200718.wav","4/18/2023 13:29","Bm","B NE Pacific","7/30/2022 20:08:12",NA,NA,NA,NA,NA,NA,NA,"1,G",NA,NA
"H:\RECORDINGS\500Hz\ADRIFT_030_500Hz\5987.220730205218.wav","4/18/2023 13:29","Bm","B NE Pacific","7/30/2022 21:07:19",NA,NA,NA,NA,NA,NA,NA,"1,G",NA,NA
"H:\RECORDINGS\500Hz\ADRIFT_030_500Hz\5987.220730213718.wav","4/18/2023 13:29","Bm","D","7/30/2022 21:50:22",NA,NA,NA,NA,NA,NA,NA,"3,G",NA,NA
"H:\RECORDINGS\500Hz\ADRIFT_030_500Hz\5987.220730215948.wav","4/18/2023 13:30","Bm","B NE Pacific","7/30/2022 22:09:04",NA,NA,NA,NA,NA,NA,NA,"1,G",NA,NA
"H:\RECORDINGS\500Hz\ADRIFT_030_500Hz\5987.220730230718.wav","4/18/2023 13:31","Bm","B NE Pacific","7/30/2022 23:08:09",NA,NA,NA,NA,NA,NA,NA,"2,G",NA,NA
"H:\RECORDINGS\500Hz\ADRIFT_030_500Hz\5987.220730235218.wav","4/18/2023 13:31","Bm","B NE Pacific","7/31/2022 0:03:55",NA,NA,NA,NA,NA,NA,NA,"2,G",NA,NA
"H:\RECORDINGS\500Hz\ADRIFT_030_500Hz\5987.220731003718.wav","4/18/2023 13:31","Bm","D","7/31/2022 0:43:03",NA,NA,NA,NA,NA,NA,NA,"2,G",NA,NA
"H:\RECORDINGS\500Hz\ADRIFT_030_500Hz\5987.220731005947.wav","4/18/2023 13:31","Bm","B NE Pacific","7/31/2022 1:03:26",NA,NA,NA,NA,NA,NA,NA,"1,G",NA,NA
"H:\RECORDINGS\500Hz\ADRIFT_030_500Hz\5987.220731012217.wav","4/18/2023 13:32","Bm","D","7/31/2022 1:23:07",NA,NA,NA,NA,NA,NA,NA,"2,G",NA,NA
"H:\RECORDINGS\500Hz\ADRIFT_030_500Hz\5987.220731020717.wav","4/18/2023 13:32","Bm","B NE Pacific","7/31/2022 2:12:24",NA,NA,NA,NA,NA,NA,NA,"1,G",NA,NA
"H:\RECORDINGS\500Hz\ADRIFT_030_500Hz\5987.220731025217.wav","4/18/2023 13:32","Bm","B NE Pacific","7/31/2022 3:07:56",NA,NA,NA,NA,NA,NA,NA,"2,G",NA,NA
"H:\RECORDINGS\500Hz\ADRIFT_030_500Hz\5987.220731025217.wav","4/18/2023 13:32","Bm","A NE Pacific","7/31/2022 3:09:07",NA,NA,NA,NA,NA,NA,NA,"1,G",NA,NA
"H:\RECORDINGS\500Hz\ADRIFT_030_500Hz\5987.220731061446.wav","4/18/2023 13:33","Bm","B NE Pacific","7/31/2022 6:20:40",NA,NA,NA,NA,NA,NA,NA,"1,G",NA,NA
"H:\RECORDINGS\500Hz\ADRIFT_030_500Hz\5987.220731063716.wav","4/18/2023 13:33","Bm","D","7/31/2022 6:57:48",NA,NA,NA,NA,NA,NA,NA,"2,G",NA,NA
"H:\RECORDINGS\500Hz\ADRIFT_030_500Hz\5987.220731065946.wav","4/18/2023 13:33","Bm","B NE Pacific","7/31/2022 7:11:04",NA,NA,NA,NA,NA,NA,NA,"1,G",NA,NA
"H:\RECORDINGS\500Hz\ADRIFT_030_500Hz\5987.220731093716.wav","4/18/2023 13:34","Bm","B NE Pacific","7/31/2022 9:46:40",NA,NA,NA,NA,NA,NA,NA,"2,G",NA,NA
"H:\RECORDINGS\500Hz\ADRIFT_030_500Hz\5987.220731093716.wav","4/18/2023 13:34","Bm","A NE Pacific","7/31/2022 9:43:23",NA,NA,NA,NA,NA,NA,NA,"1,G",NA,NA
"H:\RECORDINGS\500Hz\ADRIFT_030_500Hz\5987.220731155944.wav","4/18/2023 13:34","Bm","B NE Pacific","7/31/2022 16:10:36",NA,NA,NA,NA,NA,NA,NA,"2,G",NA,NA
"H:\RECORDINGS\500Hz\ADRIFT_030_500Hz\5987.220731181444.wav","4/18/2023 13:35","Bm","B NE Pacific","7/31/2022 18:33:02",NA,NA,NA,NA,NA,NA,NA,"2,G",NA,NA
"H:\RECORDINGS\500Hz\ADRIFT_030_500Hz\5987.220731192214.wav","4/18/2023 13:35","Bm","B NE Pacific","7/31/2022 19:24:12",NA,NA,NA,NA,NA,NA,NA,"1,G",NA,NA
"H:\RECORDINGS\500Hz\ADRIFT_030_500Hz\5987.220801003713.wav","4/18/2023 13:35","Bm","B NE Pacific","8/1/2022 0:46:50",NA,NA,NA,NA,NA,NA,NA,"1,G",NA,NA
"H:\RECORDINGS\500Hz\ADRIFT_030_500Hz\5987.220801005943.wav","4/18/2023 13:35","Bm","B NE Pacific","8/1/2022 1:17:30",NA,NA,NA,NA,NA,NA,NA,"1,G",NA,NA
"H:\RECORDINGS\500Hz\ADRIFT_030_500Hz\5987.220801020712.wav","4/18/2023 13:36","Bm","B NE Pacific","8/1/2022 2:15:35",NA,NA,NA,NA,NA,NA,NA,"1,G",NA,NA
"H:\RECORDINGS\500Hz\ADRIFT_030_500Hz\5987.220801022942.wav","4/18/2023 13:36","Bm","D","8/1/2022 2:40:31",NA,NA,NA,NA,NA,NA,NA,"1,G",NA,NA
"H:\RECORDINGS\500Hz\ADRIFT_030_500Hz\5987.220801031442.wav","4/18/2023 13:36","Bm","D","8/1/2022 3:15:33",NA,NA,NA,NA,NA,NA,NA,"1,G",NA,NA
"H:\RECORDINGS\500Hz\ADRIFT_030_500Hz\5987.220801033712.wav","4/18/2023 13:36","Bm","B NE Pacific","8/1/2022 3:54:34",NA,NA,NA,NA,NA,NA,NA,"2,G",NA,NA
"H:\RECORDINGS\500Hz\ADRIFT_030_500Hz\5987.220801035942.wav","4/18/2023 13:36","Bm","B NE Pacific","8/1/2022 4:13:38",NA,NA,NA,NA,NA,NA,NA,"2,G",NA,NA
"H:\RECORDINGS\500Hz\ADRIFT_030_500Hz\5987.220801042212.wav","4/18/2023 13:37","Bm","A NE Pacific","8/1/2022 4:32:35",NA,NA,NA,NA,NA,NA,NA,"1,G",NA,NA
"H:\RECORDINGS\500Hz\ADRIFT_030_500Hz\5987.220801044442.wav","4/18/2023 13:37","Bm","B NE Pacific","8/1/2022 4:45:13",NA,NA,NA,NA,NA,NA,NA,"2,G",NA,NA
"H:\RECORDINGS\500Hz\ADRIFT_030_500Hz\5987.220801050712.wav","4/18/2023 13:37","Bm","A NE Pacific","8/1/2022 5:20:46",NA,NA,NA,NA,NA,NA,NA,"1,G",NA,NA
"H:\RECORDINGS\500Hz\ADRIFT_030_500Hz\5987.220801065941.wav","4/18/2023 13:37","Bm","B NE Pacific","8/1/2022 7:08:35",NA,NA,NA,NA,NA,NA,NA,"2,G",NA,NA
"H:\RECORDINGS\500Hz\ADRIFT_030_500Hz\5987.220801080711.wav","4/18/2023 13:38","Bm","B NE Pacific","8/1/2022 8:07:55",NA,NA,NA,NA,NA,NA,NA,"2,G",NA,NA
"H:\RECORDINGS\500Hz\ADRIFT_030_500Hz\5987.220801085211.wav","4/18/2023 13:38","Bm","D","8/1/2022 8:55:24",NA,NA,NA,NA,NA,NA,NA,"3,G",NA,NA
"H:\RECORDINGS\500Hz\ADRIFT_030_500Hz\5987.220801085211.wav","4/18/2023 13:39","Bm","D","8/1/2022 9:07:46",NA,NA,NA,NA,NA,NA,NA,"3,G",NA,NA
"H:\RECORDINGS\500Hz\ADRIFT_030_500Hz\5987.220801085211.wav","4/18/2023 13:39","Bm","B NE Pacific","8/1/2022 9:06:31",NA,NA,NA,NA,NA,NA,NA,"2,G",NA,NA
"H:\RECORDINGS\500Hz\ADRIFT_030_500Hz\5987.220801104441.wav","4/18/2023 13:40","Bm","D","8/1/2022 11:00:30",NA,NA,NA,NA,NA,NA,NA,"2,G",NA,NA
"H:\RECORDINGS\500Hz\ADRIFT_030_500Hz\5987.220801104441.wav","4/18/2023 13:40","Bm","B NE Pacific","8/1/2022 10:46:19",NA,NA,NA,NA,NA,NA,NA,"2,G",NA,NA
"H:\RECORDINGS\500Hz\ADRIFT_030_500Hz\5987.220801110710.wav","4/18/2023 13:41","Bm","B NE Pacific","8/1/2022 11:08:31",NA,NA,NA,NA,NA,NA,NA,"1,G",NA,NA
